sample_id,crop_type,state,season,soil_type,temperature_celsius,humidity_percent,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_kmh,sunlight_hours,leaf_wetness_hours,field_area_hectares,days_after_sowing,irrigation_type,prev_disease_history,disease_label,severity_score,severity_label,treatment_cost_inr,yield_loss_percent
FDP-02348,Soybean,Uttar Pradesh,Kharif,Sandy Loam,30.2,80.8,186.13,6.39,53.9,28.2,47.5,7.2,7.7,1.1,13.52,74,Flood,0,Leaf Blight,0.339,Mild,1373,11.1
FDP-02349,Maize,West Bengal,Zaid,Clay,25.9,52.8,90.84,6.98,65.2,59.6,58.2,6.9,8.9,10.6,11.83,33,Drip,1,Healthy,0.003,None,0,0.0
FDP-02350,Maize,Andhra Pradesh,Kharif,Clay,29.5,71.8,173.01,6.18,41.5,40.8,50.3,10.3,5.5,11.7,22.25,109,Drip,1,Bacterial Wilt,0.546,Moderate,3024,20.7
FDP-02351,Barley,Uttar Pradesh,Zaid,Loam,26.8,89.6,248.22,6.06,48.8,39.4,46.7,22.8,9.0,15.8,1.46,78,Rainfed,1,Anthracnose,0.826,Severe,15352,78.5
FDP-02352,Potato,Tamil Nadu,Rabi,Sandy,17.7,93.1,214.28,6.67,41.6,32.2,49.2,11.3,8.6,9.8,1.46,20,Flood,1,Downy Mildew,0.926,Severe,22411,59.7
FDP-02353,Potato,Uttar Pradesh,Rabi,Red Laterite,23.5,49.1,107.92,7.15,66.5,58.9,73.1,22.0,4.4,13.3,13.73,28,Sprinkler,0,Healthy,0.024,None,0,0.0
FDP-02354,Tomato,Bihar,Zaid,Loam,31.3,82.6,207.8,6.09,50.4,30.4,52.8,2.5,4.5,17.3,8.98,34,Flood,1,Leaf Blight,0.545,Moderate,5455,22.1
FDP-02355,Barley,Rajasthan,Kharif,Clay,28.5,72.9,127.95,5.17,37.0,32.3,43.3,21.9,8.9,10.8,11.3,111,Flood,0,Fusarium Wilt,0.878,Severe,14005,58.8
FDP-02356,Barley,Gujarat,Rabi,Red Laterite,32.1,73.0,119.01,5.45,36.0,27.7,49.6,8.5,6.3,5.0,8.93,105,Sprinkler,1,Fusarium Wilt,0.952,Severe,21113,78.3
FDP-02357,Potato,Jharkhand,Kharif,Silty Clay,27.0,70.4,83.81,6.41,56.9,42.2,58.3,7.9,4.6,1.5,15.35,71,Furrow,1,Mosaic Virus,0.609,Moderate,4208,39.8
FDP-02358,Sugarcane,Haryana,Kharif,Black Cotton,29.2,80.2,128.74,6.11,54.8,42.5,44.8,13.3,10.6,7.4,10.26,89,Flood,0,Leaf Blight,0.553,Moderate,2299,30.3
FDP-02359,Barley,Andhra Pradesh,Rabi,Silty Clay,27.0,85.9,167.62,5.25,45.2,39.9,43.4,20.1,7.0,7.1,24.97,76,Flood,1,Anthracnose,0.388,Mild,1141,18.0
FDP-02360,Potato,Tamil Nadu,Kharif,Loam,13.9,85.4,178.61,6.9,50.4,35.9,41.8,2.8,8.2,5.4,8.01,68,Furrow,1,Downy Mildew,0.407,Mild,726,7.3
FDP-02361,Soybean,Tamil Nadu,Rabi,Silty Clay,31.3,82.2,182.86,6.29,52.9,36.0,44.7,10.3,6.6,5.3,11.36,111,Flood,1,Leaf Blight,0.55,Moderate,6709,39.6
FDP-02362,Soybean,Madhya Pradesh,Zaid,Black Cotton,23.6,46.7,117.37,6.81,77.0,75.1,59.0,12.5,11.1,10.5,23.12,117,Drip,1,Healthy,0.077,None,0,0.0
FDP-02363,Sorghum,Maharashtra,Rabi,Red Laterite,21.9,52.9,105.59,6.2,93.0,62.1,74.5,19.9,9.4,9.2,24.8,84,Furrow,0,Healthy,0.015,None,0,0.0
FDP-02364,Soybean,Maharashtra,Kharif,Loam,23.1,48.8,96.4,6.62,83.8,54.3,73.8,2.4,5.3,7.4,3.11,58,Furrow,1,Healthy,0.087,None,0,0.0
FDP-02365,Maize,West Bengal,Zaid,Sandy Loam,21.0,84.6,271.68,5.68,35.9,35.8,35.4,12.8,9.7,4.6,19.84,81,Furrow,1,Root Rot,0.861,Severe,8760,79.8
FDP-02366,Wheat,Punjab,Rabi,Red Laterite,24.8,54.8,48.05,6.55,53.7,51.0,54.5,6.8,11.4,12.3,22.48,119,Drip,0,Powdery Mildew,0.427,Mild,829,17.2
FDP-02367,Tomato,Madhya Pradesh,Zaid,Black Cotton,26.1,62.6,61.14,7.13,62.1,54.3,61.4,23.4,9.3,1.1,3.06,25,Flood,0,Powdery Mildew,0.904,Severe,11881,69.8
FDP-02368,Sorghum,Gujarat,Zaid,Silty Clay,25.4,49.7,88.1,7.11,92.4,53.8,65.5,19.6,11.5,1.9,3.76,15,Rainfed,0,Healthy,0.014,None,0,0.0
FDP-02369,Barley,Uttar Pradesh,Rabi,Sandy Loam,34.0,79.7,153.53,6.62,43.4,39.4,44.0,20.9,8.7,17.4,19.99,40,Drip,0,Bacterial Wilt,1.0,Severe,14607,48.7
FDP-02370,Sorghum,Jharkhand,Zaid,Silty Clay,21.6,58.3,51.53,7.07,58.1,51.4,53.5,3.1,6.3,11.6,19.2,21,Drip,0,Powdery Mildew,0.865,Severe,9062,77.8
FDP-02371,Sugarcane,Punjab,Kharif,Clay,23.4,59.6,102.8,6.57,87.4,63.3,58.2,10.0,8.2,16.9,18.51,111,Drip,1,Healthy,0.059,None,0,0.0
FDP-02372,Barley,Telangana,Rabi,Sandy Loam,22.1,54.1,52.71,7.0,52.1,52.9,62.4,7.2,4.8,7.5,23.0,110,Rainfed,0,Powdery Mildew,0.919,Severe,13098,71.6
FDP-02373,Sorghum,West Bengal,Kharif,Black Cotton,21.8,89.5,178.31,5.87,56.0,36.7,47.5,5.8,9.5,13.9,2.26,48,Furrow,0,Anthracnose,0.754,Severe,23291,73.8
FDP-02374,Cotton,Punjab,Kharif,Black Cotton,30.8,83.6,182.23,6.9,42.2,43.2,54.4,2.4,5.0,3.8,19.01,24,Rainfed,0,Leaf Blight,0.539,Moderate,4766,33.3
FDP-02375,Wheat,West Bengal,Rabi,Clay,35.1,68.4,126.33,6.74,42.5,46.8,33.7,24.2,10.2,1.3,23.96,82,Furrow,1,Bacterial Wilt,0.821,Severe,23455,49.8
FDP-02376,Wheat,Bihar,Zaid,Clay,21.1,57.3,54.17,6.93,56.7,55.8,66.3,8.3,7.6,4.6,1.74,29,Drip,1,Powdery Mildew,0.599,Moderate,6526,37.3
FDP-02377,Sorghum,Haryana,Rabi,Red Laterite,21.4,53.5,110.93,6.77,79.5,54.6,74.4,13.4,6.8,6.3,9.72,31,Furrow,0,Healthy,0.088,None,0,0.0
FDP-02378,Soybean,Bihar,Rabi,Sandy,22.8,69.4,127.59,6.35,61.0,42.6,42.2,24.1,4.2,4.4,11.49,114,Furrow,0,Rust Disease,0.439,Mild,1193,17.6
FDP-02379,Soybean,Punjab,Zaid,Red Laterite,23.0,54.9,103.24,6.9,77.6,65.3,67.2,7.8,11.3,2.6,23.6,15,Sprinkler,0,Healthy,0.055,None,0,0.0
FDP-02380,Barley,Rajasthan,Rabi,Red Laterite,33.9,78.4,139.64,6.92,46.6,37.5,41.1,19.0,10.3,3.7,10.76,74,Drip,0,Bacterial Wilt,0.419,Mild,1026,15.0
FDP-02381,Maize,Haryana,Kharif,Sandy,28.5,81.7,208.72,6.19,46.0,27.2,56.3,19.5,9.7,13.3,1.95,35,Rainfed,0,Leaf Blight,0.71,Moderate,5149,35.1
FDP-02382,Barley,Bihar,Rabi,Red Laterite,17.1,95.0,205.99,6.7,52.6,38.2,44.4,19.6,11.7,16.8,12.29,48,Rainfed,1,Downy Mildew,0.314,Mild,1406,15.2
FDP-02383,Soybean,Punjab,Zaid,Black Cotton,31.3,87.4,188.78,6.4,47.0,34.1,52.1,20.6,8.0,10.9,20.76,46,Flood,1,Leaf Blight,0.363,Mild,612,16.0
FDP-02384,Potato,Punjab,Kharif,Sandy,26.0,63.5,92.74,6.97,54.8,39.2,59.6,3.5,9.1,15.2,16.79,15,Drip,1,Mosaic Virus,0.452,Mild,1245,5.7
FDP-02385,Barley,Haryana,Rabi,Red Laterite,23.3,86.7,193.42,6.15,51.2,34.3,38.8,2.5,5.5,10.9,4.21,51,Drip,0,Anthracnose,0.734,Moderate,3819,34.4
FDP-02386,Potato,Maharashtra,Zaid,Sandy Loam,31.7,82.0,179.06,6.66,70.3,28.0,53.2,22.1,7.6,12.9,16.08,18,Sprinkler,0,Leaf Blight,0.939,Severe,21929,66.0
FDP-02387,Wheat,Maharashtra,Rabi,Red Laterite,16.6,87.0,230.92,6.54,46.1,32.6,50.0,16.9,5.7,4.9,11.05,20,Drip,0,Downy Mildew,0.558,Moderate,2583,29.4
FDP-02388,Barley,Madhya Pradesh,Rabi,Black Cotton,35.0,78.1,123.34,5.59,39.8,31.5,38.7,11.5,5.6,12.9,3.54,66,Flood,0,Bacterial Wilt,0.767,Severe,18813,53.1
FDP-02389,Rice,Uttar Pradesh,Kharif,Loam,21.0,88.6,242.15,5.41,32.6,25.9,38.5,2.6,7.1,5.2,15.36,119,Sprinkler,0,Root Rot,0.938,Severe,21782,54.1
FDP-02390,Sugarcane,Telangana,Zaid,Red Laterite,26.1,70.1,126.86,4.87,36.2,32.0,42.6,9.2,11.8,16.9,16.23,89,Drip,1,Fusarium Wilt,0.524,Moderate,4021,33.8
FDP-02391,Rice,Telangana,Kharif,Silty Clay,28.2,75.9,177.11,5.94,44.2,42.9,48.6,21.5,11.6,14.0,5.39,24,Rainfed,1,Leaf Blight,0.531,Moderate,2806,23.3
FDP-02392,Sorghum,Punjab,Rabi,Silty Clay,19.1,76.1,95.71,5.76,63.5,35.4,55.6,14.1,10.2,5.2,10.14,58,Sprinkler,1,Rust Disease,0.408,Mild,1809,5.7
FDP-02393,Sorghum,Maharashtra,Rabi,Clay,28.4,79.1,169.02,6.09,41.3,41.6,38.5,2.5,8.4,4.8,2.43,108,Drip,1,Bacterial Wilt,0.407,Mild,1099,11.5
FDP-02394,Cotton,Telangana,Rabi,Sandy,32.1,77.4,175.26,6.5,52.3,32.1,48.9,8.1,8.8,4.4,20.48,74,Flood,1,Bacterial Wilt,0.326,Mild,632,11.6
FDP-02395,Tomato,West Bengal,Kharif,Red Laterite,22.4,53.0,108.98,6.79,79.3,57.8,86.4,13.7,11.3,14.1,24.6,74,Sprinkler,0,Healthy,0.038,None,0,0.0
FDP-02396,Sugarcane,Telangana,Zaid,Black Cotton,28.0,78.9,173.79,5.9,46.0,37.2,38.5,5.9,9.4,7.3,8.42,44,Drip,1,Leaf Blight,0.452,Mild,1496,9.8
FDP-02397,Barley,Haryana,Kharif,Red Laterite,32.6,60.1,128.72,5.25,40.5,36.0,42.8,6.2,4.3,11.5,6.37,71,Drip,1,Fusarium Wilt,0.888,Severe,24490,74.6
FDP-02398,Maize,Haryana,Rabi,Sandy Loam,30.0,79.8,134.3,6.43,42.0,32.7,42.5,18.9,11.1,3.8,18.28,87,Sprinkler,0,Bacterial Wilt,0.482,Mild,1307,15.3
FDP-02399,Maize,West Bengal,Rabi,Clay,25.6,58.3,48.81,6.56,58.7,50.6,61.9,18.5,11.2,3.5,6.91,81,Drip,1,Powdery Mildew,0.614,Moderate,5511,26.3
FDP-02400,Soybean,Haryana,Zaid,Clay,27.6,56.5,115.85,6.48,84.8,64.3,62.6,6.3,9.3,9.4,9.97,76,Flood,0,Healthy,0.094,None,0,0.0
FDP-02401,Barley,Gujarat,Rabi,Sandy,25.4,52.0,147.79,6.84,81.0,62.9,67.1,20.6,10.8,5.6,10.52,103,Sprinkler,0,Healthy,0.06,None,0,0.0
FDP-02402,Barley,West Bengal,Rabi,Black Cotton,26.5,50.4,104.71,6.64,81.9,58.5,72.9,15.2,4.9,5.6,10.4,75,Rainfed,0,Healthy,0.09,None,0,0.0
FDP-02403,Potato,Gujarat,Zaid,Silty Clay,31.1,83.9,110.83,6.3,50.3,50.9,39.6,3.5,4.5,1.2,5.9,90,Flood,0,Bacterial Wilt,0.34,Mild,1185,16.7
FDP-02404,Potato,Telangana,Kharif,Loam,14.7,86.1,238.02,6.21,45.3,25.8,49.4,17.6,9.9,10.9,7.26,18,Rainfed,0,Downy Mildew,0.44,Mild,1356,16.1
FDP-02405,Cotton,Bihar,Zaid,Red Laterite,22.2,87.7,205.47,6.1,50.6,37.5,36.1,4.2,8.3,15.6,21.73,69,Drip,1,Anthracnose,0.52,Moderate,7585,36.4
FDP-02406,Sugarcane,Bihar,Kharif,Black Cotton,30.9,76.0,213.5,6.56,54.7,33.6,32.8,17.7,11.0,14.4,1.05,79,Rainfed,1,Leaf Blight,0.797,Severe,19280,53.9
FDP-02407,Rice,Odisha,Zaid,Black Cotton,22.4,65.6,58.48,7.06,60.2,47.8,61.5,4.3,11.2,3.5,16.73,18,Furrow,0,Powdery Mildew,0.482,Mild,870,12.2
FDP-02408,Maize,Maharashtra,Rabi,Black Cotton,25.6,71.7,104.76,6.58,55.5,37.5,61.3,9.4,11.9,11.0,17.91,38,Flood,0,Mosaic Virus,0.423,Mild,1817,7.2
FDP-02409,Rice,Rajasthan,Rabi,Red Laterite,27.6,53.1,112.73,7.06,80.0,60.5,76.2,10.6,7.7,17.5,1.29,98,Rainfed,1,Healthy,0.061,None,0,0.0
FDP-02410,Rice,Uttar Pradesh,Rabi,Clay,30.1,69.1,78.06,5.17,37.4,29.2,44.1,17.1,10.6,14.5,19.66,114,Flood,1,Fusarium Wilt,0.732,Moderate,6449,29.3
FDP-02411,Barley,West Bengal,Rabi,Silty Clay,25.8,82.5,130.09,6.38,36.0,36.4,50.7,17.5,10.6,15.9,17.76,44,Sprinkler,0,Leaf Blight,0.423,Mild,712,17.5
FDP-02412,Wheat,Odisha,Kharif,Silty Clay,23.1,86.0,204.05,6.0,47.4,33.6,40.3,5.3,5.6,14.2,6.92,118,Flood,0,Anthracnose,0.321,Mild,869,16.2
FDP-02413,Sorghum,Punjab,Zaid,Sandy Loam,27.0,69.1,143.33,5.8,49.6,29.1,43.9,18.8,11.7,4.9,2.8,49,Rainfed,0,Fusarium Wilt,0.488,Mild,658,5.9
FDP-02414,Rice,Jharkhand,Rabi,Sandy,18.2,85.1,237.94,5.34,31.8,34.3,34.1,6.5,11.8,14.8,22.1,112,Flood,0,Root Rot,0.864,Severe,10634,59.0
FDP-02415,Wheat,Uttar Pradesh,Rabi,Black Cotton,25.1,52.9,94.91,7.1,85.1,60.1,67.0,19.5,8.6,14.9,2.35,19,Furrow,1,Healthy,0.02,None,0,0.0
FDP-02416,Sugarcane,Jharkhand,Kharif,Loam,24.8,46.8,111.0,7.03,70.1,58.8,62.9,6.7,10.8,1.8,9.22,50,Furrow,1,Healthy,0.022,None,0,0.0
FDP-02417,Sugarcane,Madhya Pradesh,Kharif,Silty Clay,26.2,53.5,103.85,6.79,83.8,58.3,81.3,11.8,7.4,10.3,9.22,115,Rainfed,1,Healthy,0.098,None,0,0.0
FDP-02418,Wheat,Andhra Pradesh,Zaid,Clay,22.9,89.8,232.21,5.65,51.8,37.8,48.5,6.5,10.0,4.0,2.05,19,Sprinkler,1,Anthracnose,0.482,Mild,820,18.2
FDP-02419,Sorghum,Punjab,Zaid,Loam,24.3,81.7,109.37,5.98,52.0,43.6,58.7,7.3,8.4,7.6,24.06,104,Furrow,0,Rust Disease,0.457,Mild,1446,15.5
FDP-02420,Sugarcane,Odisha,Kharif,Silty Clay,27.1,79.7,89.08,5.96,32.6,24.8,31.6,5.7,8.6,10.3,5.14,26,Furrow,0,Fusarium Wilt,0.383,Mild,1293,8.3
FDP-02421,Potato,Gujarat,Zaid,Red Laterite,20.8,75.2,116.76,6.71,53.4,47.2,53.3,6.2,10.1,17.4,9.34,22,Rainfed,0,Rust Disease,0.803,Severe,22829,58.8
FDP-02422,Maize,Haryana,Rabi,Red Laterite,28.2,74.4,134.76,6.48,45.6,33.9,48.5,21.3,5.5,17.6,9.73,85,Sprinkler,1,Leaf Blight,0.984,Severe,24031,54.3
FDP-02423,Sorghum,Bihar,Rabi,Sandy Loam,30.0,78.3,162.1,6.01,51.1,37.2,46.8,24.6,7.6,10.6,20.96,107,Furrow,0,Bacterial Wilt,0.901,Severe,22249,55.5
FDP-02424,Sugarcane,Gujarat,Rabi,Red Laterite,25.2,54.5,93.86,7.14,84.3,60.5,69.2,9.1,10.4,9.7,7.23,17,Drip,0,Healthy,0.055,None,0,0.0
FDP-02425,Rice,Odisha,Zaid,Red Laterite,22.0,83.0,117.85,6.26,55.5,41.0,55.5,6.9,12.0,12.9,19.52,36,Flood,0,Rust Disease,0.43,Mild,659,18.6
FDP-02426,Potato,Uttar Pradesh,Kharif,Silty Clay,15.8,92.7,193.16,7.14,50.3,36.2,41.2,22.2,5.4,13.5,1.12,50,Furrow,1,Downy Mildew,0.701,Moderate,2283,34.6
FDP-02427,Maize,Maharashtra,Rabi,Clay,23.7,51.3,97.24,6.76,68.2,59.1,67.5,3.2,4.1,11.5,14.22,41,Drip,0,Healthy,0.096,None,0,0.0
FDP-02428,Rice,Telangana,Kharif,Clay,25.0,55.3,79.43,6.66,84.0,63.2,76.6,2.8,7.0,9.6,18.43,62,Sprinkler,1,Healthy,0.085,None,0,0.0
FDP-02429,Sorghum,Rajasthan,Zaid,Clay,23.3,58.6,75.07,5.88,85.1,66.1,72.8,2.5,7.2,14.0,10.29,51,Drip,1,Healthy,0.023,None,0,0.0
FDP-02430,Barley,West Bengal,Zaid,Red Laterite,20.8,54.8,53.16,7.4,62.5,54.7,60.8,20.4,10.8,5.5,21.85,51,Furrow,0,Powdery Mildew,0.436,Mild,1002,7.9
FDP-02431,Tomato,Andhra Pradesh,Rabi,Clay,22.8,56.5,119.36,6.81,76.3,49.6,70.6,13.4,5.7,12.4,3.39,69,Drip,0,Healthy,0.081,None,0,0.0
FDP-02432,Sorghum,West Bengal,Zaid,Black Cotton,22.8,51.8,89.89,6.32,74.3,54.6,61.8,5.8,7.2,16.4,6.0,97,Drip,0,Healthy,0.013,None,0,0.0
FDP-02433,Potato,Haryana,Rabi,Sandy Loam,27.6,72.1,92.77,5.13,41.8,36.5,44.3,5.2,11.5,6.9,1.6,89,Rainfed,0,Fusarium Wilt,0.846,Severe,20871,56.0
FDP-02434,Sorghum,Uttar Pradesh,Zaid,Clay,29.7,59.8,72.01,6.81,49.8,49.7,44.0,2.2,11.9,3.9,16.65,30,Flood,0,Mosaic Virus,0.977,Severe,21155,51.9
FDP-02435,Potato,Madhya Pradesh,Zaid,Loam,18.6,89.7,227.47,5.33,32.8,38.9,31.9,21.8,5.4,7.1,2.26,35,Drip,0,Root Rot,0.569,Moderate,6876,39.4
FDP-02436,Rice,Jharkhand,Zaid,Clay,30.1,84.1,153.42,6.52,57.9,41.0,47.9,13.7,7.6,5.2,2.92,72,Furrow,1,Leaf Blight,0.99,Severe,11204,65.5
FDP-02437,Sugarcane,Maharashtra,Kharif,Black Cotton,21.8,54.6,75.86,6.78,86.0,56.9,78.1,7.3,9.0,13.0,18.66,27,Sprinkler,1,Healthy,0.023,None,0,0.0
FDP-02438,Soybean,Rajasthan,Rabi,Sandy,21.8,62.3,46.07,6.53,57.4,54.0,58.3,24.2,10.0,1.1,3.8,34,Sprinkler,1,Powdery Mildew,0.568,Moderate,3162,37.5
FDP-02439,Soybean,Telangana,Kharif,Sandy,24.4,59.4,117.97,6.87,46.8,32.2,48.9,16.0,7.9,15.2,22.55,113,Drip,0,Mosaic Virus,0.303,Mild,1714,7.4
FDP-02440,Barley,Odisha,Rabi,Loam,27.5,70.8,136.28,6.8,50.0,36.6,41.6,11.7,5.3,15.5,14.66,32,Drip,1,Bacterial Wilt,0.434,Mild,1944,6.6
FDP-02441,Tomato,Uttar Pradesh,Rabi,Loam,29.0,81.7,151.27,6.31,55.2,41.2,40.7,20.1,6.5,4.8,12.03,55,Sprinkler,0,Leaf Blight,0.447,Mild,785,6.5
FDP-02442,Potato,Odisha,Kharif,Black Cotton,20.2,73.9,129.17,6.31,49.5,39.1,46.7,5.1,6.7,5.8,18.54,21,Rainfed,1,Rust Disease,0.942,Severe,23105,67.3
FDP-02443,Sorghum,Tamil Nadu,Kharif,Loam,30.2,82.7,198.64,6.52,54.6,39.6,41.4,19.0,5.8,16.5,13.6,109,Flood,1,Leaf Blight,0.407,Mild,691,12.5
FDP-02444,Potato,Karnataka,Zaid,Red Laterite,23.2,56.7,87.9,6.76,79.9,57.8,66.4,13.9,10.8,4.1,3.06,56,Furrow,0,Healthy,0.018,None,0,0.0
FDP-02445,Wheat,West Bengal,Rabi,Red Laterite,25.0,84.2,218.01,5.66,50.2,40.3,45.1,11.1,11.9,17.8,15.26,76,Drip,1,Anthracnose,0.602,Moderate,7194,29.6
FDP-02446,Tomato,Haryana,Kharif,Red Laterite,20.5,75.6,121.2,5.97,51.6,44.0,53.1,18.0,10.4,8.2,2.86,90,Sprinkler,1,Rust Disease,0.367,Mild,1764,19.1
FDP-02447,Sugarcane,Karnataka,Zaid,Silty Clay,24.5,52.5,99.95,6.9,81.2,68.2,71.6,24.9,4.3,15.3,6.27,52,Sprinkler,1,Healthy,0.006,None,0,0.0
FDP-02448,Barley,West Bengal,Rabi,Black Cotton,18.6,80.8,205.14,5.5,43.0,36.5,33.9,3.1,4.7,1.4,17.36,82,Furrow,0,Root Rot,0.42,Mild,1156,15.5
FDP-02449,Sugarcane,Telangana,Kharif,Sandy,33.8,77.8,109.37,6.25,40.9,42.9,42.4,3.2,4.3,9.4,5.77,37,Furrow,0,Bacterial Wilt,0.486,Mild,1487,6.9
FDP-02450,Maize,Jharkhand,Rabi,Loam,17.9,62.9,109.64,6.31,46.3,48.3,59.4,11.1,5.1,9.5,22.32,42,Sprinkler,1,Rust Disease,0.356,Mild,1699,10.9
FDP-02451,Maize,Rajasthan,Kharif,Red Laterite,17.7,86.9,221.57,5.87,41.0,28.4,35.7,18.4,7.2,1.7,6.08,16,Furrow,0,Root Rot,0.428,Mild,1993,16.9
FDP-02452,Soybean,Jharkhand,Kharif,Red Laterite,22.8,87.7,224.8,6.08,55.2,25.8,46.4,15.8,9.4,9.5,20.65,53,Flood,1,Anthracnose,0.687,Moderate,3545,34.7
FDP-02453,Maize,Punjab,Zaid,Sandy Loam,29.1,78.2,147.58,6.45,53.4,37.1,50.5,18.6,9.8,11.1,3.98,36,Flood,0,Leaf Blight,0.945,Severe,10857,55.1
FDP-02454,Sorghum,Uttar Pradesh,Kharif,Red Laterite,20.2,66.7,122.66,6.4,44.8,40.1,52.6,5.0,10.5,9.2,4.08,92,Rainfed,1,Rust Disease,0.419,Mild,1920,11.7
FDP-02455,Soybean,Jharkhand,Kharif,Loam,22.2,51.5,92.64,6.72,76.3,49.9,67.6,15.1,8.3,7.8,16.17,58,Furrow,0,Healthy,0.036,None,0,0.0
FDP-02456,Rice,Madhya Pradesh,Rabi,Red Laterite,26.6,50.8,99.62,6.73,80.5,76.1,62.8,18.2,7.3,13.5,3.72,97,Drip,0,Healthy,0.072,None,0,0.0
FDP-02457,Wheat,Punjab,Zaid,Red Laterite,21.7,77.4,123.84,6.48,47.3,39.6,55.6,6.5,11.6,16.3,1.31,88,Flood,0,Rust Disease,0.56,Moderate,3644,33.5
FDP-02458,Maize,Bihar,Rabi,Red Laterite,21.6,58.4,105.06,6.79,69.1,51.4,67.3,16.1,11.9,7.2,14.03,26,Furrow,0,Healthy,0.022,None,0,0.0
FDP-02459,Wheat,Jharkhand,Rabi,Sandy Loam,28.3,63.2,90.9,6.81,56.8,38.3,56.1,17.0,4.4,6.0,11.79,82,Rainfed,0,Mosaic Virus,0.64,Moderate,2305,28.0
FDP-02460,Rice,Gujarat,Zaid,Black Cotton,26.1,85.7,143.79,6.23,51.0,37.6,54.3,24.0,5.1,17.6,11.3,22,Rainfed,1,Leaf Blight,0.909,Severe,20809,54.8
FDP-02461,Cotton,Andhra Pradesh,Kharif,Sandy Loam,31.4,80.1,167.87,6.31,50.2,46.0,50.4,23.8,4.1,11.0,21.72,56,Rainfed,0,Bacterial Wilt,0.421,Mild,1055,11.4
FDP-02462,Soybean,Odisha,Zaid,Clay,22.4,65.6,55.69,7.09,62.9,49.0,59.2,4.0,5.9,10.5,17.88,43,Flood,0,Powdery Mildew,0.988,Severe,14495,72.5
FDP-02463,Sorghum,Tamil Nadu,Rabi,Loam,24.0,51.3,117.6,6.57,70.1,50.6,58.5,17.3,6.9,1.3,11.26,26,Sprinkler,1,Healthy,0.014,None,0,0.0
FDP-02464,Rice,Madhya Pradesh,Rabi,Loam,22.8,46.5,97.61,6.32,77.5,73.8,74.4,23.1,7.0,3.8,7.43,119,Drip,1,Healthy,0.092,None,0,0.0
FDP-02465,Maize,Karnataka,Rabi,Sandy,27.8,47.7,94.1,6.83,73.8,64.3,68.0,9.5,11.3,1.2,5.25,64,Rainfed,1,Healthy,0.095,None,0,0.0
FDP-02466,Wheat,Tamil Nadu,Rabi,Red Laterite,28.1,73.6,82.8,7.09,62.8,52.8,53.5,16.6,7.6,1.3,1.98,41,Furrow,1,Mosaic Virus,0.505,Moderate,7109,44.4
FDP-02467,Soybean,Rajasthan,Kharif,Sandy,15.3,87.3,193.67,6.17,50.6,32.0,43.6,13.8,11.6,10.1,24.88,58,Furrow,0,Downy Mildew,0.685,Moderate,2161,45.0
FDP-02468,Sugarcane,Andhra Pradesh,Zaid,Silty Clay,28.6,62.8,94.95,6.87,54.2,44.9,47.6,6.4,6.0,14.2,9.75,39,Sprinkler,0,Mosaic Virus,0.788,Severe,9349,75.9
FDP-02469,Tomato,Madhya Pradesh,Rabi,Loam,31.2,78.0,185.94,6.15,45.5,28.8,53.2,4.3,7.8,6.7,22.16,113,Drip,1,Leaf Blight,0.838,Severe,13512,52.7
FDP-02470,Cotton,Odisha,Kharif,Silty Clay,27.7,81.9,172.48,6.33,50.1,37.2,44.5,10.9,6.7,6.6,22.43,64,Rainfed,1,Leaf Blight,0.699,Moderate,2088,24.1
FDP-02471,Barley,Maharashtra,Rabi,Black Cotton,25.9,58.0,63.47,6.57,60.9,39.3,54.8,8.6,11.1,8.3,4.71,63,Rainfed,0,Mosaic Virus,0.692,Moderate,2339,27.0
FDP-02472,Tomato,Tamil Nadu,Zaid,Sandy,22.0,69.2,67.9,7.16,59.1,49.3,59.3,24.4,7.7,2.7,19.25,105,Drip,1,Powdery Mildew,0.757,Severe,8105,65.8
FDP-02473,Cotton,Bihar,Zaid,Loam,23.0,50.6,113.33,6.74,82.0,58.1,62.9,21.5,11.8,6.0,7.94,109,Flood,1,Healthy,0.009,None,0,0.0
FDP-02474,Tomato,Andhra Pradesh,Rabi,Red Laterite,31.0,82.5,131.6,5.94,55.8,42.3,40.3,23.1,11.6,5.6,22.86,92,Drip,0,Bacterial Wilt,0.707,Moderate,3805,31.9
FDP-02475,Soybean,Bihar,Kharif,Loam,23.8,54.5,94.59,6.77,86.8,66.1,66.3,16.4,5.4,17.1,17.04,97,Drip,1,Healthy,0.029,None,0,0.0
FDP-02476,Barley,Maharashtra,Rabi,Loam,23.8,58.5,70.84,6.7,66.5,41.5,60.4,14.5,11.7,11.7,1.72,73,Rainfed,0,Powdery Mildew,0.809,Severe,10698,64.0
FDP-02477,Cotton,Jharkhand,Rabi,Loam,23.4,68.9,41.28,6.81,61.9,46.0,56.9,4.4,11.1,9.3,11.25,68,Flood,1,Powdery Mildew,0.776,Severe,20704,71.4
FDP-02478,Rice,Madhya Pradesh,Rabi,Black Cotton,24.8,51.3,38.04,7.8,64.0,53.1,57.0,9.3,8.6,6.1,18.96,103,Furrow,0,Powdery Mildew,0.561,Moderate,6239,38.7
FDP-02479,Wheat,Bihar,Kharif,Sandy,19.1,77.5,126.33,6.27,44.5,43.1,58.1,10.1,9.8,14.2,12.78,104,Furrow,0,Rust Disease,0.89,Severe,8363,72.2
